S/N,Name,Category,Outsourced (B),Walk in Patient (C),Hospital Patient (D)
215,NEUROGELSIC CREAM(SMALL),Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
216,NEUROGELSIC CREAM(BIG),Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
217,TAB CALCIUM/PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
218,ROSUVASTATIN 10MG/PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
219,ROSUVASTATIN 20MG/PER,Anaesthetics/Anxiolytics/Emergency Drugs,"₦15,000.00","₦15,000.00","₦15,000.00"
220,PROCEDURE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
221,TYPHIOD VACCINE 2,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
222,RINGERS,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
223,IV OMEPRAZOLE/ VIAL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
224,CREPE BANDAGES,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
225,CREPE BANDAGESS,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
226,FLEMING457MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,700.00","₦3,700.00","₦3,700.00"
227,VITC SYR,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
228,LONART DS 80 480MG.,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,500.00","₦3,500.00","₦3,500.00"
229,TAB LOKMAL 80/480MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
230,BROMAZEPAM 3MG PER TAB,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
231,ORS PER SACHET,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
232,ZINC TABS,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
233,TAB SPIRONOLACTONE/ CARD,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
234,MISOPROSTOL 200MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
235,CHYMORAL TABS,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
236,CHYMORAL TABS PER CARD,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
237,WOUND DRESSING,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
238,OMEPRAZOLE CAPS(OMEFAST 20MG),Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
239,AUGMENTIN 457MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
240,SYR METRONIDAZOLE 200MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
241,TAB LOKMAL 20/120MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
242,BLOOD GIVING SET,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
243,INJECTION FRUSEMIDE 20MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
244,BROMAZEPAM PER CARD,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
245,TAB CAFEGOT 100MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,530.00","₦1,530.00","₦1,530.00"
246,EMAL INJ 150MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦6,000.00","₦6,000.00","₦6,000.00"
247,EMAL INJ 150MG /UNBRANDED,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
248,TAB DANACID/CARD,Anaesthetics/Anxiolytics/Emergency Drugs,₦100.00,₦100.00,₦100.00
249,IV CIPROFLOXACIN 200MG/100ML,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
250,I.V ROCEPHIN,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,500.00","₦7,500.00","₦7,500.00"
251,ARTESUNATE 120MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
252,FLUCONAZOLE 50MG X 10 CAPS,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
253,FLUCONAZOLE 50MG X 3,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
254,ROSUSVASTATIN 20MG UNBRANDED,Anaesthetics/Anxiolytics/Emergency Drugs,"₦8,000.00","₦8,000.00","₦8,000.00"
255,LORATIDINE 10MG,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
256,VIT C TABS,Anaesthetics/Anxiolytics/Emergency Drugs,N/A,N/A,N/A
257,TETANUS TOXOID INJ,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
258,OMEPRAZOLE TABS (UNBRANDED),Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
259,SPIRONOLACTONE PER CARD,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
260,ULCERKIT,Anaesthetics/Anxiolytics/Emergency Drugs,"₦8,000.00","₦8,000.00","₦8,000.00"
261,TAB IBUPROFEN 400MG,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
262,OMEPRAZOLE  (GETZOME),Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
263,AMOXICILLIN 500MG PER CARD,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
264,CIPRPTAB 500MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,500.00","₦3,500.00","₦3,500.00"
265,TUXIL N (ADULT),Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
266,EMAL INJECTION 150MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦6,000.00","₦6,000.00","₦6,000.00"
267,CIPROFLOXACIN 500MG (UNBRANDED),Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
268,COCODAMOL 30/500MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
269,LONART DS 80/840MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,800.00","₦1,800.00","₦1,800.00"
270,LONART 80/480MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,500.00","₦3,500.00","₦3,500.00"
271,AUGMENTIN 625MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,500.00","₦4,500.00","₦4,500.00"
272,SUSP ACT,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
273,I.V ROCEPHIN 1.2G,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
274,ACT SUSP.,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
275,SUSP AUGMENTIN 457MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
276,FLEMING 1.2G,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
277,LOKMAL DISPESIBLE 20/120MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
278,LOKMAL 80/480MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
279,TAB LEXOTAN 3MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
280,NEUROGESIC CREAM EXTRA 35G,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
281,TAB NAPROXEN 500MG/ CARD,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,500.00","₦3,500.00","₦3,500.00"
282,"IV CEFTRIAXONE 1G,",Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
283,"CIPROFLOXACIN 500MG ,",Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
284,HOME CARE SERVICE /DAY,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
285,HOME SERVICE (PER DAY),Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
286,CEFTRIAXONE 1G (HOME SERVICE),Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
287,CIPROFLOXACIN 500MG (HOME SERVICE),Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
288,FOLIC ACID(COUNTING),Anaesthetics/Anxiolytics/Emergency Drugs,N/A,N/A,N/A
289,FLEMING 228.5MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
290,COCODAMOL 8/500MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
291,OMEPRAZOLE (OMEFAST),Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
292,I.V ROCEPHIN 1G,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
293,ADMISSION 24HOURS,Anaesthetics/Anxiolytics/Emergency Drugs,"₦30,000.00","₦30,000.00","₦30,000.00"
294,OXYGEN ADMINISTRATION,Anaesthetics/Anxiolytics/Emergency Drugs,"₦15,000.00","₦15,000.00","₦15,000.00"
295,TAB NIFEDIPINE 30MG/ PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,200.00","₦2,200.00","₦2,200.00"
296,HPV,Anaesthetics/Anxiolytics/Emergency Drugs,"₦70,000.00","₦70,000.00","₦70,000.00"
297,TAB ROSUVASTSTIN 20MG/PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
298,CEFUROXIME SYR,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
299,CLARTEM,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
300,FESOLATE,Anaesthetics/Anxiolytics/Emergency Drugs,N/A,N/A,N/A
301,SUSP POLYFORT,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
302,TAB ALBENDAZOLE,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
303,I.V METRONIDAZOLE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
304,AZITHROMYCIN X 1 PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
305,AZITHROMAX PER TAB,Anaesthetics/Anxiolytics/Emergency Drugs,₦300.00,₦300.00,₦300.00
306,PCM INJECTION,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
307,VENTOLIN INHALERS,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
308,FLUCAMED 50MG X 10,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
309,"CEFTRIAXONE 1G,",Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
310,INJ BCO,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
311,LISINOPRIL 10MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
312,AMLODIPINE 10MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,500.00","₦2,500.00","₦2,500.00"
313,DICLOFENAC INJ,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
314,IVF 5% DEXTROSE SALINE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
315,IVF N/SALINE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
316,ORS SACHET,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
317,PROCEDURE (WATTS REMOVAL),Anaesthetics/Anxiolytics/Emergency Drugs,"₦40,000.00","₦40,000.00","₦40,000.00"
318,IV METRONIDAZOLE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
319,HYDROCORTISONE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
320,FLORA NORM PER SACHET,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
321,CYPLOX,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
322,ROSUSVASTATIN 10MG (UNBRANDED),Anaesthetics/Anxiolytics/Emergency Drugs,"₦6,000.00","₦6,000.00","₦6,000.00"
323,SLOW K,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
324,TABS SLOW K,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
325,SLOW K TAB,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
326,CONSUMABLES FOR INJ,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
327,CONSUMABLES FOR IV,Anaesthetics/Anxiolytics/Emergency Drugs,₦200.00,₦200.00,₦200.00
328,INJ TAVANIC,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
329,LEVO,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
330,BEAUTY THERAPY NEW,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
331,ULSAKIT/PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
332,SUBSIDE HB,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
333,HB NEW,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
334,CEFTRIAXONE AVICEF,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
335,COARTAL SOFT GEL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
336,AMATERM SOFT GEL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
337,CIPROTAB (FIDSON),Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
338,TABS PCM,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
339,PCM TABS ADULT,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
340,BIO-GAIA/PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
341,NORFLEX /PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
342,COUGH SYR (ADULT),Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
343,VITAMIN C 1000MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
344,CLOVINAL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
345,HAPATITIS B VACCINE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
346,PENTAZOCIN,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
347,COATAL SOFT GEL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
348,CIPROJ,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
349,COATAL SOFT,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
350,NORFLEX RELAX,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
351,DICLOFENAC TABS,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
352,DICLOFENAC TABS/CARD,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
353,EMAL 150MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,500.00","₦3,500.00","₦3,500.00"
354,ACT (UNBRANDED),Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
355,INJ LABETALOL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
356,DOXCYCLINE PER CARD,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
357,IBUCAP 400MG/CARD,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
358,ARTESUNATE 120MG/AMP,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
359,CEFTRIAXION,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
360,FOLLOW UP VISIT,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
361,TAB POLYFORT,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
362,INJ MORPHINE 10MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
363,CAP CLINDAMYCIN 300MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦12,000.00","₦12,000.00","₦12,000.00"
364,INJ PROMETH 50MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
365,CEFUROXIME 500MG (ZINANT),Anaesthetics/Anxiolytics/Emergency Drugs,"₦12,000.00","₦12,000.00","₦12,000.00"
366,SC CLEXANE 40MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦14,000.00","₦14,000.00","₦14,000.00"
367,SUSP GESTID,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
368,INJ PENTA 30MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
369,SUSP DICLOFENAC 100MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
370,BLOOD TRANSFUION,Anaesthetics/Anxiolytics/Emergency Drugs,"₦30,000.00","₦30,000.00","₦30,000.00"
371,SYR MORPHINE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦30,000.00","₦30,000.00","₦30,000.00"
372,INJ ATROPIN,Anaesthetics/Anxiolytics/Emergency Drugs,"₦12,000.00","₦12,000.00","₦12,000.00"
373,INJ MIDAZOLAM,Anaesthetics/Anxiolytics/Emergency Drugs,"₦15,000.00","₦15,000.00","₦15,000.00"
374,CAP AMOXY / CARD,Anaesthetics/Anxiolytics/Emergency Drugs,₦600.00,₦600.00,₦600.00
375,ROCEPHINE NEW,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
376,MORPHINE 10MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
377,ROCEPHIN INJ 1.2G,Anaesthetics/Anxiolytics/Emergency Drugs,"₦9,000.00","₦9,000.00","₦9,000.00"
378,CAP CELEBREX,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
379,TAB PREDNISOLONE,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
380,NEUROGESIC CREAM BIG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
381,NEUROGESIC CREAM SMALL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
382,TAB OMEPRAZOLE (OMEFEST),Anaesthetics/Anxiolytics/Emergency Drugs,"₦6,000.00","₦6,000.00","₦6,000.00"
383,I.M EMAL 150MG/PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
384,ROCEPHIN 1.2G I.V,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
385,TAB ACT 80/480MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
386,TAB CELEBREX /PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
387,TAB PREDNISOLONE / CARD,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
388,TAB METRO 400MG / CARD,Anaesthetics/Anxiolytics/Emergency Drugs,₦750.00,₦750.00,₦750.00
389,TAB CEFIXIM 400MG  / PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
390,TAB CEFIXIM 200MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
391,TAB CEFUROXIM 500MG/PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
392,IV ARTESUNATE 120MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
393,ADMISSION PER DAY,Anaesthetics/Anxiolytics/Emergency Drugs,"₦25,000.00","₦25,000.00","₦25,000.00"
394,CEFUROXIME 500MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
395,OMEFAST PLUS,Anaesthetics/Anxiolytics/Emergency Drugs,"₦6,000.00","₦6,000.00","₦6,000.00"
396,FLAGYL 400MG/CARD,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
397,FLEMING 1G,Anaesthetics/Anxiolytics/Emergency Drugs,"₦6,000.00","₦6,000.00","₦6,000.00"
398,TABS FLAGYL 400MG,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
399,TAB FLAGYL 400MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
400,prednisolone 5mg/card,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
401,TAB TAMSULOSIN / CARD,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
402,EMAL INJ.150MG / PACK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
403,OFLOXACACIN,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
404,THEATER USED,Anaesthetics/Anxiolytics/Emergency Drugs,"₦20,000.00","₦20,000.00","₦20,000.00"
405,MORPHIN 10MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦10,000.00","₦10,000.00","₦10,000.00"
406,EMAL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
407,FLEMING 625,Anaesthetics/Anxiolytics/Emergency Drugs,"₦6,000.00","₦6,000.00","₦6,000.00"
408,FLEMING 1000MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦7,000.00","₦7,000.00","₦7,000.00"
409,PROMETHAZINE INJECTION,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,000.00","₦1,000.00","₦1,000.00"
410,TABS BCO,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
411,CIPROFLOXACIN TAB 500MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
412,TAB LONART DS 80/480mg,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
413,CEFTRIAXONE +SUBACTAM 1.5MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
414,IV FLAGYL,Anaesthetics/Anxiolytics/Emergency Drugs,"₦1,500.00","₦1,500.00","₦1,500.00"
415,ARTESUNATE 120,Anaesthetics/Anxiolytics/Emergency Drugs,"₦4,000.00","₦4,000.00","₦4,000.00"
416,CEFIXIME 200,Anaesthetics/Anxiolytics/Emergency Drugs,"₦2,000.00","₦2,000.00","₦2,000.00"
417,FLAGYL 200MG,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
418,TAB ALBENDAZOLE 400mg,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
419,TAB TAVANIC LEVO 500MG / PK,Anaesthetics/Anxiolytics/Emergency Drugs,"₦8,000.00","₦8,000.00","₦8,000.00"
420,TAB CEFIXIME EVOFIX 500MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦8,000.00","₦8,000.00","₦8,000.00"
421,TABS MULTIVITE,Anaesthetics/Anxiolytics/Emergency Drugs,₦500.00,₦500.00,₦500.00
422,ROCEPHINE,Anaesthetics/Anxiolytics/Emergency Drugs,"₦12,000.00","₦12,000.00","₦12,000.00"
423,OMEPRAZOLE 40MG INJ,Anaesthetics/Anxiolytics/Emergency Drugs,"₦3,000.00","₦3,000.00","₦3,000.00"
424,ROCEPHIN INJECTION 1G,Anaesthetics/Anxiolytics/Emergency Drugs,"₦12,000.00","₦12,000.00","₦12,000.00"
425,RABEPRAZOLE INJECTION 40MG,Anaesthetics/Anxiolytics/Emergency Drugs,"₦5,000.00","₦5,000.00","₦5,000.00"
426,BEAUTY THERAPY 2024,Anaesthetics/Anxiolytics/Emergency Drugs,"₦20,000.00","₦20,000.00","₦20,000.00"
